"0.0","0.32432432432432434","0.26923076923076916","0.10638297872340426","0.5714285714285715","4","[4]","linking.linkers.OpenTapiocaLinker"
"0.0","0.18181818181818182","0.09090909090909091","0.037735849056603765","0.0","1","[1]","linking.linkers.TextRazorLinker"
"0.0","0.29411764705882354","0.03636363636363636","0.0898876404494382","0.5454545454545454","4","[4]","linking.linkers.OpenTapiocaLinker"
"0.0","0.05555555555555555","0.10169491525423728","0.025974025974025972","0.0","2","[2]","linking.linkers.DBpediaSpotlightLinker"
"0.0","0.6306306306306306","0.4042553191489362","0.4305555555555556","0.7733333333333333","4","[4]","linking.linkers.OpenTapiocaLinker"
"0.0","0.03333333333333333","0.421875","0.05755395683453238","0.023529411764705882","2","[2]","linking.linkers.DBpediaSpotlightLinker"
"0.13333333333333333","0.3181818181818182","0.23728813559322035","0.1234567901234568","0.5333333333333333","4","[4]","linking.linkers.OpenTapiocaLinker"
"0.06666666666666667","0.6172839506172839","0.36893203883495146","0.2517482517482518","0.5384615384615384","1","[1]","linking.linkers.TextRazorLinker"
"0.0","0.02666666666666666","0.0","0.03125","0.0","3","[3]","linking.linkers.BabelfyLinker"
"0.0","0.25","0.5263157894736842","0.08823529411764706","0.0","2","[2]","linking.linkers.DBpediaSpotlightLinker"
"0.07407407407407408","0.3684210526315789","0.23255813953488377","0.17857142857142858","0.45454545454545453","4","[4]","linking.linkers.OpenTapiocaLinker"
"0.019801980198019802","0.12435233160621763","0.3603603603603604","0.08547008547008547","0.05633802816901408","2","[2]","linking.linkers.DBpediaSpotlightLinker"
"0.0","0.47058823529411764","0.42857142857142855","0.2222222222222222","0.33333333333333337","1","[1]","linking.linkers.TextRazorLinker"
"0.023809523809523808","0.2782608695652174","0.12941176470588234","0.23999999999999996","0.20689655172413796","1","[1]","linking.linkers.TextRazorLinker"
"0.05555555555555555","0.3076923076923077","0.18181818181818182","0.144","0.5384615384615384","4","[4]","linking.linkers.OpenTapiocaLinker"
"0.0","0.03636363636363637","0.02395209580838323","0.022988505747126436","0.5","4","[4]","linking.linkers.OpenTapiocaLinker"
"0.0","0.5405405405405406","0.3977900552486187","0.11981566820276499","0.17543859649122806","1","[1]","linking.linkers.TextRazorLinker"
"0.0","0.15384615384615383","0.12500000000000003","0.06779661016949153","0.12500000000000003","1","[1]","linking.linkers.TextRazorLinker"
"0.05405405405405406","0.5970149253731343","0.19801980198019803","0.0916030534351145","0.3125","1","[1]","linking.linkers.TextRazorLinker"
"0.1111111111111111","0.3448275862068966","0.23529411764705882","0.1176470588235294","0.4444444444444444","4","[4]","linking.linkers.OpenTapiocaLinker"
"0.0","0.4148936170212766","0.5241379310344828","0.02877697841726619","0.1111111111111111","2","[2]","linking.linkers.DBpediaSpotlightLinker"
